1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,HouseAge,RemodAge,GarageAge,SalePrice
1266,0.0,2.0,3,0,1,1266,0.0,388,3,1266,3,3182,43.0,16.0,16,5,7,1266,0.0,3,3,3.0,159895
1992,876.0,4.0,3,240,6,1752,0.0,716,3,2868,4,16056,85.0,208.0,108,5,9,1992,0.0,5,4,5.0,556581
980,1276.0,4.0,1,300,6,652,0.0,554,3,2256,3,8795,69.0,0.0,54,5,7,952,0.0,10,10,10.0,236000
1414,0.0,3.0,3,24,6,1390,0.0,494,2,1414,3,8773,65.0,98.0,105,5,7,1414,0.0,6,6,6.0,185500
936,785.0,3.0,1,814,6,114,0.0,471,1,1721,3,8462,70.0,105.0,87,5,6,928,300.0,16,16,16.0,201000
811,741.0,3.0,1,550,5,163,0.0,434,2,1552,2,11475,85.0,0.0,208,6,6,713,0.0,35,35,35.0,179900
698,430.0,2.0,1,0,1,698,0.0,528,2,1128,2,7500,60.0,0.0,0,4,4,698,0.0,90,60,30.0,68400
1118,0.0,3.0,3,522,5,574,0.0,358,3,1118,2,9880,76.0,0.0,0,6,6,1096,0.0,33,33,33.0,171000
1728,0.0,4.0,4,936,3,396,0.0,574,1,1728,2,12640,55.0,0.0,0,5,6,1728,0.0,34,34,34.0,150900
1686,762.0,4.0,1,1361,6,88,0.0,711,2,2448,3,46589,52.0,528.0,76,7,8,1629,0.0,16,5,16.0,402000
1473,0.0,1.0,4,1324,6,113,0.0,452,1,1473,4,25095,65.0,0.0,48,8,5,1437,0.0,42,7,42.0,143000
1187,530.0,3.0,2,902,2,254,0.0,400,2,1717,3,13758,44.0,117.0,36,5,7,1156,0.0,20,19,20.0,187500
1166,0.0,2.0,4,655,6,201,0.0,400,3,1166,3,9587,59.0,182.0,0,5,7,856,0.0,5,5,5.0,190000
1370,0.0,2.0,2,24,6,1346,0.0,484,2,1370,3,6442,44.0,178.0,49,5,8,1370,0.0,4,4,4.0,202500
1724,0.0,3.0,3,528,5,1152,0.0,480,2,1724,2,17871,69.0,359.0,0,5,6,1680,0.0,43,34,43.0,197900
970,739.0,3.0,1,0,1,970,0.0,380,1,1709,3,2522,24.0,50.0,40,5,7,970,0.0,6,6,6.0,130000
483,0.0,2.0,1,358,5,125,0.0,264,1,987,2,1680,21.0,604.0,0,3,6,483,0.0,39,39,39.0,89500
901,901.0,4.0,1,352,2,441,0.0,216,1,1802,2,7588,54.0,0.0,0,6,7,793,0.0,90,60,90.0,200100
1170,1175.0,4.0,1,503,3,449,0.0,360,1,2345,2,16560,80.0,0.0,0,8,6,952,0.0,78,60,78.0,239000
1068,0.0,3.0,1,663,6,396,0.0,264,2,1068,2,8414,70.0,0.0,0,8,6,1059,0.0,47,7,47.0,154500
1617,0.0,2.0,1,165,2,598,0.0,533,1,1617,3,8012,50.0,0.0,69,5,6,1604,0.0,17,16,17.0,193000
1244,0.0,3.0,1,777,3,467,0.0,336,1,1244,2,11988,90.0,0.0,40,6,6,1244,0.0,53,53,53.0,150000
1180,0.0,2.0,1,0,1,700,0.0,252,1,1180,1,11600,80.0,0.0,0,5,4,700,0.0,88,60,88.0,137500
520,623.0,2.0,1,0,1,600,0.0,480,2,1223,3,2544,24.0,0.0,166,5,7,600,0.0,5,5,5.0,147400
1686,0.0,3.0,1,625,4,0,0.0,612,1,1686,2,10240,79.0,157.0,131,6,6,1686,0.0,30,30,30.0,207500
1646,0.0,3.0,4,1513,6,125,0.0,800,2,1646,3,9520,71.0,338.0,44,5,8,1638,192.0,3,2,2.0,293077
1144,0.0,3.0,1,594,4,270,0.0,264,2,1144,2,10000,80.0,0.0,0,6,5,864,0.0,49,27,49.0,131400
939,858.0,3.0,3,0,1,939,0.0,639,1,1797,3,9245,79.0,0.0,53,5,7,939,144.0,4,4,4.0,213500
1224,0.0,2.0,0,0,0,0,0.0,462,1,1224,2,9842,70.0,0.0,0,5,4,0,0.0,48,48,48.0,101800
992,873.0,3.0,1,735,6,257,0.0,839,1,1865,3,10316,69.0,0.0,184,5,7,992,0.0,10,10,10.0,235000
1056,0.0,3.0,1,846,3,210,0.0,308,2,1056,2,8176,70.0,0.0,0,6,5,1056,0.0,52,18,52.0,139000
1966,1174.0,4.0,1,0,1,1926,0.0,820,3,3140,4,13518,104.0,860.0,78,5,9,1926,0.0,2,1,1.0,485000
1212,0.0,3.0,3,506,5,0,0.0,492,1,1212,2,8471,88.0,46.0,12,7,6,506,292.0,33,15,32.0,151000
1694,0.0,3.0,3,1369,6,317,0.0,636,2,1694,3,10084,75.0,186.0,57,5,8,1686,0.0,6,5,6.0,307000
802,709.0,3.0,3,714,6,88,0.0,413,3,1511,2,11207,70.0,0.0,75,5,6,802,0.0,13,13,13.0,185000
1057,0.0,3.0,1,731,6,326,0.0,246,1,1057,3,7922,68.0,0.0,52,7,5,1057,0.0,57,3,57.0,109000
1246,1044.0,4.0,1,0,1,777,0.0,560,1,2290,2,11340,60.0,0.0,0,6,4,777,0.0,125,60,39.0,122500
1377,806.0,4.0,1,1002,6,0,0.0,786,1,2183,3,13837,69.0,178.0,0,5,7,1204,0.0,22,22,22.0,229000
1699,1523.0,5.0,2,1470,6,203,0.0,594,1,3222,3,12376,90.0,0.0,0,5,7,1673,0.0,20,20,20.0,320000
909,807.0,2.0,1,0,1,880,0.0,512,2,1716,3,8750,70.0,0.0,120,5,7,880,0.0,14,14,14.0,191000
1342,0.0,3.0,1,251,3,491,0.0,457,1,1342,2,9790,69.0,0.0,0,5,6,1372,0.0,43,43,43.0,161500
1504,0.0,2.0,1,16,6,1330,0.0,437,3,1504,3,3182,43.0,14.0,20,5,7,1346,0.0,5,4,5.0,191000
1053,0.0,3.0,1,0,1,1053,0.0,648,2,1992,3,9375,75.0,768.0,45,5,8,1053,0.0,7,6,7.0,250000
624,628.0,2.0,1,510,4,90,0.0,462,1,1252,3,2160,24.0,212.0,48,5,7,600,0.0,11,10,11.0,160000
999,0.0,3.0,1,588,5,411,0.0,264,1,999,3,7758,69.0,0.0,132,7,5,999,0.0,48,9,47.0,132500
741,622.0,3.0,1,0,1,622,0.0,528,1,1363,2,7740,60.0,0.0,0,7,4,622,0.0,100,60,44.0,125500
1165,0.0,3.0,4,312,3,276,0.0,490,2,1165,2,9020,82.0,183.0,129,7,6,1127,0.0,44,44,44.0,174900
1668,0.0,3.0,3,1059,6,567,0.0,702,1,1668,3,11248,90.0,215.0,45,5,9,1626,0.0,8,8,8.0,285000
1158,1218.0,4.0,3,0,1,1158,0.0,853,2,2376,3,14215,101.0,380.0,154,5,8,1158,240.0,5,4,5.0,325300
889,551.0,3.0,1,0,1,540,0.0,352,1,1440,2,5000,63.0,0.0,0,4,5,540,0.0,110,60,70.0,79000
794,676.0,3.0,3,182,6,612,0.0,388,3,1470,2,13869,69.0,0.0,75,6,6,794,0.0,13,13,13.0,177000
1541,0.0,3.0,2,1201,1,340,0.0,532,1,1541,3,12182,95.0,226.0,70,5,7,1541,0.0,5,5,5.0,220000
1440,0.0,4.0,1,133,5,1307,0.0,0,0,1440,1,12108,92.0,270.0,0,4,4,1440,0.0,55,55,0.0,118000
1146,0.0,3.0,3,786,6,82,0.0,438,1,1146,3,9590,73.0,442.0,22,5,7,868,0.0,7,7,7.0,187500
1494,0.0,3.0,3,437,2,0,0.0,481,3,1494,4,9549,30.0,0.0,30,5,8,1494,0.0,15,14,15.0,270000
1462,0.0,4.0,1,1170,6,292,0.0,738,3,2224,4,8834,74.0,216.0,0,5,9,1462,0.0,6,5,6.0,350000
820,523.0,3.0,1,0,1,731,0.0,186,1,1343,2,7681,54.0,0.0,0,6,5,731,0.0,89,60,89.0,154900
1210,1242.0,4.0,1,281,1,747,0.0,683,3,2452,3,16226,66.0,0.0,50,5,8,1028,0.0,12,11,12.0,267000
1127,850.0,4.0,1,442,3,374,0.0,540,2,1977,2,9500,100.0,272.0,52,6,6,816,0.0,46,32,46.0,165000
1064,703.0,2.0,1,495,6,354,0.0,504,2,1767,3,5306,44.0,0.0,35,7,7,1064,0.0,23,23,23.0,239000
1324,0.0,2.0,1,863,6,461,0.0,550,3,1324,3,6240,48.0,176.0,38,5,8,1324,0.0,4,4,4.0,254000
912,546.0,3.0,1,0,1,912,0.0,330,1,1458,2,17503,78.0,0.0,0,5,6,912,0.0,62,60,62.0,97500
1314,0.0,3.0,1,24,6,1290,0.0,440,2,1314,3,9317,78.0,0.0,22,5,6,1314,0.0,4,4,4.0,176432
1575,0.0,3.0,1,430,6,1145,0.0,529,2,1575,3,8012,50.0,0.0,0,5,6,1575,0.0,18,18,18.0,179200
1620,0.0,2.0,4,1022,6,598,0.0,912,3,1620,4,12898,89.0,70.0,0,5,9,1620,0.0,3,2,2.0,315500
1104,684.0,5.0,3,0,1,1104,0.0,304,1,1788,2,11250,69.0,0.0,0,5,4,1104,0.0,53,21,53.0,161500
913,0.0,3.0,4,187,2,0,0.0,240,1,913,2,8400,70.0,0.0,0,5,6,814,0.0,44,44,20.0,129000
2073,0.0,3.0,1,790,5,589,0.0,500,1,2073,2,13175,85.0,119.0,0,6,6,1542,0.0,32,22,32.0,210000
764,677.0,2.0,1,0,1,776,0.0,492,1,1441,3,2645,24.0,456.0,0,5,8,776,206.0,11,10,11.0,174000
815,875.0,3.0,1,0,1,815,0.0,225,1,1690,2,8850,65.0,0.0,0,6,7,815,0.0,94,60,94.0,144000
1437,0.0,3.0,1,988,3,200,0.0,576,1,1437,2,14175,69.0,0.0,0,6,5,1188,0.0,54,23,11.0,168000
2156,0.0,3.0,1,297,4,1203,0.0,508,2,2156,2,20781,69.0,0.0,80,7,7,1568,0.0,42,7,42.0,262500
864,0.0,2.0,1,468,3,396,0.0,0,0,864,2,5604,67.0,0.0,0,6,5,864,0.0,85,60,0.0,98000
536,576.0,3.0,1,129,3,175,0.0,336,1,1112,2,2592,36.0,0.0,0,3,5,536,0.0,34,34,34.0,85000
1122,1121.0,4.0,1,700,5,0,224.0,746,2,2243,3,13474,116.0,246.0,44,5,7,700,0.0,20,19,20.0,225000
810,518.0,3.0,1,0,1,686,0.0,210,1,1328,2,9906,57.0,0.0,172,4,4,686,0.0,85,60,70.0,107000
968,0.0,4.0,1,0,1,656,0.0,216,1,968,2,10800,60.0,0.0,0,6,4,656,0.0,83,3,82.0,64500
698,698.0,3.0,1,0,1,698,0.0,384,1,1396,2,8730,60.0,0.0,0,7,6,698,0.0,95,7,7.0,153575
1856,0.0,1.0,3,1445,6,411,0.0,834,3,1856,4,11394,88.0,350.0,0,2,9,1856,0.0,0,0,0.0,394432
1610,551.0,3.0,1,1288,6,294,0.0,789,3,2161,4,10562,86.0,300.0,120,5,8,1582,0.0,3,3,3.0,325624
1602,0.0,3.0,1,1246,5,356,0.0,529,3,1602,3,16635,69.0,126.0,0,7,6,1602,0.0,33,10,33.0,215000
630,672.0,3.0,1,0,1,630,0.0,280,1,1302,2,1680,21.0,142.0,0,5,5,630,0.0,39,39,19.0,112000
807,702.0,3.0,1,457,6,326,0.0,393,3,1509,3,7861,69.0,0.0,75,5,6,783,0.0,8,7,8.0,183200
912,0.0,2.0,1,737,5,175,0.0,352,1,912,2,12968,69.0,0.0,0,6,5,912,0.0,48,48,48.0,144000
1004,0.0,3.0,1,399,5,605,0.0,420,1,1664,2,5000,50.0,0.0,24,7,6,1004,0.0,63,60,60.0,159000
1390,304.0,4.0,1,423,3,758,0.0,576,1,1694,2,8400,60.0,0.0,0,5,6,1181,0.0,85,60,85.0,136500
747,0.0,2.0,1,0,1,747,0.0,220,1,747,2,4608,47.0,0.0,0,6,4,747,0.0,65,60,65.0,80000
1040,0.0,2.0,0,0,0,0,0.0,420,1,1040,2,7200,60.0,0.0,29,5,4,0,0.0,60,60,60.0,109900
831,829.0,3.0,1,0,1,831,0.0,493,2,1660,3,8935,68.0,95.0,68,5,7,831,0.0,8,8,8.0,195000
1026,665.0,3.0,1,218,2,808,0.0,308,1,1691,3,5000,50.0,0.0,0,6,5,1026,0.0,86,60,86.0,127000
864,0.0,3.0,1,398,5,317,0.0,720,2,864,3,7200,60.0,0.0,0,8,5,864,0.0,60,8,30.0,129000
752,0.0,2.0,1,623,5,0,0.0,264,1,752,2,7175,50.0,0.0,0,5,6,744,0.0,26,26,26.0,125000
963,829.0,3.0,1,361,6,602,0.0,564,2,1792,3,12435,80.0,172.0,96,5,7,963,0.0,9,9,9.0,231500
764,862.0,2.0,1,0,1,764,0.0,474,2,1626,3,2628,36.0,106.0,27,5,7,764,0.0,7,7,7.0,175500
1484,0.0,3.0,3,428,6,1048,0.0,472,2,1484,4,9037,64.0,32.0,33,5,8,1476,0.0,4,4,4.0,265900
1675,1818.0,3.0,1,0,1,1470,0.0,870,1,3493,3,18386,87.0,0.0,0,9,7,1470,0.0,130,8,7.0,295000
1652,0.0,2.0,1,1572,6,80,0.0,840,3,1652,4,13173,108.0,300.0,102,5,9,1652,0.0,4,3,4.0,325000
1276,0.0,3.0,1,0,1,1276,0.0,350,1,1276,2,9571,68.0,0.0,0,3,5,1276,0.0,52,52,52.0,60000
1112,0.0,3.0,1,120,4,736,0.0,271,1,1668,2,9600,80.0,0.0,0,8,6,856,0.0,60,5,60.0,140000
720,472.0,4.0,1,0,1,720,0.0,0,0,1192,2,10800,60.0,0.0,0,4,4,720,0.0,61,60,0.0,135000
884,0.0,2.0,3,747,5,0,0.0,504,2,884,3,9180,69.0,0.0,0,7,5,840,240.0,27,27,27.0,144000
1180,0.0,3.0,4,1065,6,92,0.0,454,1,2062,2,14364,69.0,128.0,55,5,7,1157,0.0,22,21,22.0,277000
827,0.0,2.0,0,0,0,0,0.0,392,1,827,2,7200,60.0,0.0,0,7,5,0,0.0,55,3,43.0,107500
1136,883.0,3.0,1,0,1,728,0.0,532,1,2019,3,11414,60.0,0.0,135,8,7,728,0.0,100,17,13.0,167500
616,688.0,3.0,2,0,1,264,0.0,336,3,1304,2,2665,69.0,0.0,24,6,5,264,141.0,34,34,34.0,115000
684,684.0,3.0,1,0,1,684,0.0,216,1,1368,2,3600,60.0,0.0,158,7,6,684,0.0,100,17,80.0,114504
840,765.0,3.0,1,0,1,840,0.0,379,1,1605,2,5790,60.0,0.0,0,6,3,840,0.0,95,60,95.0,107400
2020,0.0,3.0,1,1436,6,570,0.0,900,3,2020,4,12220,94.0,305.0,54,5,10,2006,0.0,1,1,1.0,402861
625,625.0,2.0,1,0,1,625,0.0,528,2,1250,3,4251,35.0,0.0,54,5,7,625,0.0,4,3,4.0,164700
1624,0.0,2.0,1,1456,6,168,0.0,757,2,1624,3,12461,89.0,0.0,114,5,8,1624,0.0,16,15,16.0,262000
845,0.0,2.0,1,565,5,280,0.0,360,1,845,2,7599,69.0,0.0,0,6,4,845,0.0,28,4,23.0,129500
1389,0.0,2.0,3,1071,5,195,0.0,418,2,1389,2,10010,77.0,0.0,38,5,5,1389,0.0,36,35,35.0,170000
968,0.0,2.0,1,0,1,968,0.0,480,1,968,2,8520,60.0,0.0,0,6,5,968,0.0,87,4,75.0,100000
546,546.0,3.0,1,0,1,546,0.0,286,1,1092,2,2001,21.0,80.0,0,5,4,546,0.0,40,40,40.0,75000
848,0.0,1.0,3,685,6,163,0.0,420,3,848,3,4435,69.0,170.0,0,5,6,848,0.0,7,6,7.0,144000
1269,0.0,3.0,1,374,4,363,0.0,308,1,1269,2,7931,70.0,0.0,0,6,5,1269,0.0,50,50,46.0,155000
1092,0.0,3.0,1,170,2,252,0.0,288,1,1092,2,11616,69.0,116.0,20,5,5,1092,0.0,48,48,48.0,139000
1468,795.0,3.0,1,795,5,0,0.0,539,3,2263,3,16659,69.0,34.0,250,7,7,795,0.0,33,16,33.0,235000
952,0.0,2.0,1,228,5,724,0.0,283,1,952,2,8475,69.0,0.0,0,7,4,952,0.0,54,54,54.0,135750
736,716.0,2.0,1,0,1,736,0.0,0,0,1452,2,4456,33.0,0.0,0,5,4,736,0.0,90,2,0.0,113000
1039,0.0,3.0,2,841,4,198,0.0,504,1,1039,2,11625,75.0,0.0,0,4,5,1039,0.0,45,45,45.0,131500
1204,0.0,2.0,1,866,6,338,0.0,412,1,1204,2,4500,32.0,320.0,247,5,6,1204,0.0,12,12,12.0,162000
1117,0.0,3.0,3,422,5,480,0.0,672,1,1117,2,7819,94.0,0.0,0,5,6,1029,0.0,34,34,34.0,107000
2196,0.0,3.0,2,485,5,1496,0.0,701,2,2196,3,14684,90.0,234.0,70,7,7,2158,84.0,20,19,20.0,271900
985,0.0,3.0,3,595,6,390,0.0,328,1,985,2,8385,65.0,220.0,0,8,5,985,0.0,33,33,33.0,149900
1629,0.0,3.0,1,1124,6,1603,0.0,880,1,1629,3,10655,85.0,296.0,0,5,8,3206,0.0,7,6,7.0,284000
877,600.0,3.0,1,0,1,861,0.0,216,1,1477,2,6292,52.0,0.0,50,7,7,861,0.0,82,60,82.0,145000
980,0.0,3.0,1,560,4,420,0.0,484,1,980,2,7064,71.0,153.0,0,6,5,980,192.0,33,33,24.0,135000
1166,1129.0,4.0,1,728,6,367,0.0,590,2,2295,3,13346,69.0,0.0,40,5,7,1095,0.0,18,10,18.0,268000
900,602.0,3.0,1,0,1,602,0.0,180,1,1502,3,10592,55.0,0.0,0,7,6,602,0.0,87,14,87.0,165000
1575,626.0,4.0,3,0,1,697,0.0,432,1,2201,3,19690,69.0,0.0,236,7,6,697,0.0,44,44,44.0,274970
1050,1028.0,3.0,1,789,6,245,0.0,836,3,2078,4,10800,85.0,100.0,102,5,8,1034,0.0,3,2,2.0,339750
800,0.0,1.0,1,0,1,264,0.0,0,0,800,1,6120,51.0,0.0,0,3,2,264,0.0,74,60,0.0,60000
1578,0.0,3.0,1,0,1,1573,0.0,840,1,1578,4,9262,78.0,194.0,36,5,8,1573,0.0,2,1,2.0,287090
1932,0.0,2.0,3,1336,6,596,0.0,774,3,1932,4,12444,96.0,426.0,66,5,8,1932,0.0,2,2,2.0,394617
1507,0.0,4.0,1,666,5,409,0.0,404,1,1507,2,7910,70.0,0.0,0,5,5,1075,0.0,50,50,50.0,127000
900,0.0,3.0,1,450,4,432,0.0,280,1,900,2,9819,69.0,31.0,0,5,5,882,0.0,43,43,40.0,122000
1718,0.0,3.0,4,1172,6,528,0.0,786,3,1718,4,12456,96.0,230.0,48,5,10,1700,216.0,4,3,2.0,337500
1089,661.0,3.0,1,0,1,636,0.0,240,1,1750,4,9000,50.0,0.0,0,6,5,636,0.0,130,19,73.0,124000
1383,1015.0,3.0,1,719,1,660,0.0,834,3,2398,3,11787,95.0,594.0,60,5,7,1379,0.0,14,13,14.0,315750
774,1194.0,4.0,1,0,1,774,0.0,680,3,1968,4,12003,92.0,84.0,75,5,8,774,0.0,1,0,1.0,269500
1536,0.0,3.0,3,810,6,726,0.0,532,2,1536,3,9135,70.0,113.0,74,5,7,1536,0.0,8,7,8.0,214000
864,0.0,2.0,1,203,3,661,0.0,200,1,864,2,8212,45.0,0.0,0,3,3,864,0.0,96,60,72.0,58500
3228,0.0,3.0,1,1231,6,1969,0.0,546,1,3228,3,12692,69.0,0.0,75,5,8,3200,0.0,18,17,18.0,430000
1518,631.0,1.0,1,1351,6,83,0.0,670,2,2149,3,12822,48.0,0.0,43,5,7,1434,0.0,7,7,7.0,239686
1320,1320.0,4.0,1,0,1,1240,0.0,864,1,2640,3,11700,65.0,0.0,0,7,7,1240,0.0,130,7,60.0,265979
1682,0.0,3.0,1,0,1,1304,0.0,530,1,1682,2,10400,80.0,288.0,0,6,7,1304,0.0,40,40,40.0,174000
1038,1060.0,3.0,2,0,1,1030,0.0,878,2,2098,4,10240,80.0,178.0,52,5,8,1030,0.0,5,5,5.0,275500
864,0.0,3.0,1,553,3,0,0.0,360,1,864,2,8281,60.0,0.0,0,5,5,864,0.0,45,45,45.0,62383
1168,800.0,3.0,3,562,1,29,0.0,530,2,1968,2,11075,69.0,232.0,189,4,5,784,0.0,41,41,41.0,172000
1097,0.0,3.0,1,338,6,702,0.0,480,1,1097,2,9672,81.0,0.0,0,5,6,1040,0.0,26,25,24.0,152000
684,512.0,3.0,2,0,1,684,0.0,528,1,1196,3,12354,67.0,0.0,46,8,6,684,0.0,90,10,5.0,110000
1252,668.0,4.0,1,57,5,554,0.0,451,1,1920,3,13650,69.0,0.0,0,5,5,1052,0.0,52,52,52.0,172500
1728,0.0,6.0,1,231,2,1497,0.0,576,1,1728,2,13101,74.0,108.0,0,5,5,1728,0.0,45,45,23.0,142600
1128,903.0,3.0,1,804,6,324,0.0,577,1,2031,3,9473,75.0,0.0,211,5,8,1128,0.0,8,8,8.0,237000
1196,0.0,2.0,1,616,2,580,0.0,297,2,1196,2,9000,72.0,74.0,44,5,6,1196,0.0,54,54,54.0,139000
803,0.0,2.0,3,116,4,604,244.0,360,1,803,2,5000,50.0,0.0,0,6,5,720,0.0,69,60,69.0,87000
780,840.0,4.0,1,493,3,0,0.0,462,3,1620,2,10793,80.0,263.0,0,5,5,780,0.0,41,41,41.0,152000
2097,0.0,1.0,2,1721,1,356,0.0,1134,3,2097,4,20896,49.0,0.0,267,5,8,2077,192.0,5,4,5.0,423000
1869,0.0,2.0,1,0,1,1869,0.0,617,2,1869,4,7820,68.0,362.0,54,5,9,1869,0.0,3,3,3.0,318061
956,930.0,3.0,1,0,1,930,0.0,431,3,1886,3,11214,69.0,0.0,0,5,7,930,0.0,12,11,12.0,199900
480,0.0,3.0,3,50,4,430,0.0,308,1,480,2,9000,50.0,0.0,0,3,2,480,0.0,61,60,52.0,35311
1296,0.0,2.0,0,0,0,0,0.0,516,1,1296,2,10791,72.0,0.0,0,5,4,0,0.0,43,43,43.0,90000
816,0.0,2.0,2,690,5,126,0.0,288,1,816,2,8877,67.0,0.0,0,6,4,816,0.0,72,52,52.0,100000
1601,0.0,3.0,1,704,5,567,0.0,478,2,1601,2,11880,82.0,206.0,0,5,7,1271,0.0,32,32,32.0,157000
962,830.0,3.0,1,0,1,936,0.0,451,3,1792,2,10261,93.0,318.0,0,5,6,936,0.0,10,10,10.0,186500
1352,1168.0,5.0,1,1012,6,326,0.0,796,2,2520,3,14541,69.0,0.0,55,7,8,1338,0.0,17,17,17.0,310000
1144,0.0,3.0,3,748,1,102,0.0,796,2,1144,2,8163,70.0,128.0,0,6,5,1144,0.0,51,51,51.0,143000
990,1611.0,4.0,1,0,1,612,0.0,621,2,2601,2,9842,51.0,0.0,0,6,5,612,0.0,89,12,12.0,189000
972,605.0,3.0,1,0,1,972,0.0,312,1,1577,1,6435,65.0,0.0,0,5,6,972,0.0,71,60,71.0,140200
970,0.0,2.0,1,630,6,340,0.0,624,1,970,2,8480,80.0,0.0,24,6,5,970,0.0,47,47,14.0,132500
2036,0.0,3.0,4,1236,5,80,0.0,513,2,2036,2,215245,150.0,0.0,0,5,7,2136,0.0,45,45,45.0,375000
1026,0.0,3.0,1,439,6,115,0.0,440,2,1026,3,7930,61.0,0.0,48,8,6,1026,0.0,41,5,41.0,156000
698,0.0,2.0,1,0,1,698,0.0,0,0,698,2,9405,50.0,0.0,200,9,5,698,0.0,63,2,0.0,118000
1533,0.0,2.0,4,655,5,878,0.0,576,1,1533,3,70761,62.0,0.0,54,5,7,1533,0.0,35,35,35.0,280000
854,0.0,2.0,1,360,3,360,0.0,660,1,1382,2,12358,69.0,0.0,0,6,5,720,0.0,69,60,19.0,128500
1391,0.0,2.0,2,16,1,1375,0.0,530,1,1391,3,4282,59.0,0.0,158,5,7,1391,0.0,6,6,6.0,196000
1078,0.0,2.0,2,49,1,0,112.0,240,1,1078,3,9717,68.0,0.0,0,6,5,1078,0.0,60,14,60.0,142125
1296,0.0,2.0,1,1005,6,262,0.0,471,3,1296,3,6853,69.0,136.0,25,5,8,1267,0.0,9,8,9.0,220000
1442,0.0,4.0,1,608,3,834,0.0,301,2,1442,2,9750,75.0,243.0,0,6,6,1442,0.0,52,52,52.0,157900
1024,940.0,4.0,3,0,1,940,0.0,0,0,1964,2,8525,55.0,0.0,192,6,5,940,0.0,99,60,0.0,130000
1502,0.0,3.0,1,0,1,1502,0.0,644,2,1502,3,9541,79.0,268.0,114,5,7,1502,0.0,1,1,1.0,233170
1392,0.0,3.0,1,1040,3,352,0.0,458,2,1392,2,11900,80.0,387.0,0,5,6,1392,0.0,53,53,53.0,166000
1768,0.0,4.0,1,0,1,1768,0.0,0,0,1768,2,10778,72.0,0.0,0,5,4,1768,0.0,42,42,0.0,136500
1582,0.0,4.0,3,812,3,812,0.0,390,1,1582,2,36500,69.0,621.0,198,5,5,1624,168.0,46,46,46.0,190000
958,0.0,2.0,2,498,4,460,0.0,301,2,958,2,12772,69.0,0.0,0,8,6,958,0.0,50,12,50.0,151500
894,0.0,2.0,3,777,3,117,0.0,600,2,894,2,7200,60.0,0.0,0,5,5,894,0.0,38,38,25.0,123000
1224,0.0,2.0,1,883,6,341,0.0,402,3,1224,2,4500,69.0,425.0,304,5,6,1224,0.0,11,11,11.0,165000
1742,590.0,3.0,3,1280,6,402,0.0,846,3,2332,4,12474,96.0,272.0,134,5,10,1682,0.0,3,2,2.0,426000
1269,0.0,2.0,1,24,6,1232,0.0,430,3,1269,3,3182,43.0,16.0,20,5,8,1256,146.0,6,5,6.0,192000
1776,0.0,3.0,4,80,6,1652,0.0,712,3,1776,3,15306,93.0,100.0,0,5,8,1732,0.0,4,3,4.0,283463
728,728.0,3.0,1,0,1,728,0.0,390,3,1456,3,8461,65.0,0.0,24,5,6,728,0.0,5,4,5.0,163990
1194,0.0,3.0,2,655,5,0,0.0,539,3,1194,2,8910,79.0,0.0,0,6,6,655,0.0,51,51,56.0,159500
1008,0.0,2.0,1,643,4,365,0.0,240,1,1008,3,8923,66.0,0.0,18,7,5,1008,0.0,57,4,57.0,134500
1555,0.0,2.0,3,16,6,1357,0.0,430,3,1555,3,3182,43.0,16.0,20,5,7,1373,0.0,5,4,5.0,192500
892,892.0,4.0,2,0,1,747,0.0,180,1,1784,2,13132,96.0,0.0,40,5,5,747,0.0,96,60,96.0,138887
1108,0.0,3.0,1,0,1,637,0.0,280,1,1108,3,7449,57.0,0.0,0,7,7,637,0.0,80,60,80.0,139400
754,640.0,3.0,1,0,1,384,0.0,400,3,1394,3,9735,73.0,0.0,0,5,5,384,0.0,4,3,3.0,167500
980,734.0,3.0,1,394,1,586,0.0,496,1,1714,2,10421,80.0,42.0,66,5,7,980,0.0,22,22,22.0,196500
882,0.0,3.0,0,0,0,0,0.0,294,2,882,2,8339,69.0,0.0,0,7,5,0,0.0,51,51,51.0,106500
1306,0.0,3.0,1,0,1,728,0.0,0,0,1306,1,5350,55.0,0.0,0,2,3,728,0.0,70,44,0.0,76500
626,591.0,3.0,1,0,1,626,0.0,288,2,1217,2,10762,75.0,0.0,28,6,6,626,0.0,30,30,30.0,120000
990,0.0,3.0,1,495,6,495,0.0,299,1,990,2,8775,65.0,0.0,64,5,5,990,0.0,16,16,14.0,126000
1132,1320.0,4.0,3,0,1,1117,0.0,691,1,2452,3,13418,108.0,132.0,32,5,8,1117,0.0,6,5,6.0,309000
848,0.0,1.0,3,685,6,163,0.0,420,1,848,3,4435,69.0,170.0,0,5,6,848,0.0,7,7,7.0,140000
697,672.0,3.0,1,551,4,121,0.0,300,1,1369,2,6629,54.0,0.0,0,6,6,672,0.0,85,60,80.0,103600
1218,0.0,2.0,1,27,6,1191,0.0,676,3,1218,3,7862,75.0,0.0,102,5,6,1218,0.0,1,1,1.0,208300
1423,748.0,3.0,1,0,1,588,0.0,672,3,2555,2,11526,79.0,0.0,0,7,6,588,0.0,88,16,17.0,191000
